ABE,TJR,NV,DST,LMAC,OUT
0.019357,0.1719,0.669628,1,0.220682,1
0.971501,0.087975,1,1,0.220867,1
0.644282,0.2079,0.572376,1,0.221033,1
0.376763,0.19,0.546665,1,0.221206,1
0.019379,0.0784,0.630356,1,0.2219,1
0.888176,0.1351,1,0,0.221982,0
0.372631,0.285975,0.272427,0.904762,0.222269,0
0.991208,0.335775,1,1,0.222355,1
0.990783,0.383775,0.409559,1,0.222641,1
0.990924,0.4671,0.230266,1,0.223452,1
0.376726,0.19,0.572376,1,0.223485,1
0.987188,0.3276,1,1,0.223935,1
0.943355,0.087975,1,0,0.224001,1
0.643705,0.319375,0.241121,1,0.224654,1
0.372745,0.285975,0.284021,0.904762,0.225001,0
0.400839,0.125775,0.033809,1,0.225088,0
0.287457,0.106975,0.483874,1,0.22509,0
0.99597,0.144375,0.612697,1,0.225559,1
0.195992,0.285975,0.284021,0.904762,0.226751,0
0.197667,0.162775,0.250181,0,0.228604,1
0.984831,0.488775,0.230266,1,0.229106,0
0.957738,0.068775,0.146991,1,0.230301,0
0.957738,0.068775,0.146991,1,0.230301,0
0.196037,0.4224,0.1633,0.578947,0.230489,1
0.986254,0.3111,1,1,0.231584,1
0.823291,0.216775,0.407882,1,0.23265,1
0.99701,0.068775,0.614928,1,0.232664,1
0.988897,0.367975,0.420628,1,0.232729,1
0.287506,0.106975,0.492219,1,0.233136,0
0.911494,0.216775,0.566349,1,0.234892,1
0.377045,0.106975,0.486814,1,0.235714,0
0.890924,0.144375,1,0,0.236274,1
0.992176,0.335775,0.409096,1,0.236451,1
0.284541,0.399375,0.214224,1,0.236729,0
0.644511,0.19,0.424266,1,0.237778,1
0.990697,0.383775,0.409559,1,0.238221,1
0.644592,0.162775,0.436029,1,0.23887,1
0.333218,0.2079,0.257876,0,0.23946,0
0.625085,0.2604,1,0.975904,0.240135,0
0.376128,0.216775,0.217507,1,0.240372,0
0.284592,0.414775,0.208336,1,0.24063,1
0.198148,0.1164,0.500639,1,0.24268,1
0.990816,0.502975,0.230266,1,0.244589,1
0.461635,0.414775,0.200652,1,0.245126,0
0.108511,0.162775,0.248773,0,0.24587,1
0.984765,0.502975,0.230266,1,0.246625,1
0.639463,0.3276,0.285576,1,0.246728,0
0.019355,0.180975,0.658241,1,0.246875,1
0.929109,0.029775,0.221409,1,0.247379,1
0.996371,0.0975,0.525311,1,0.248122,1
0.643597,0.335775,0.264987,1,0.248508,1
0.734049,0.2256,0.405677,1,0.248538,1
0.407496,0.125775,0.03381,1,0.248595,0
0.953554,0.0199,0.248716,0,0.248716,0
0.893486,0.144375,1,0,0.250635,1
0.990813,0.474375,0.230266,1,0.25101,1
0.995856,0.162775,0.601351,1,0.251738,1
0.992061,0.335775,0.409096,1,0.2523,1
0.988852,0.367975,0.424266,1,0.253827,0
0.9906,0.383775,0.409559,1,0.254104,1
0.448636,0.2775,1,1,0.254852,1
0.465266,0.162775,0.205232,1,0.256213,0
0.986491,0.367975,0.596893,0.981481,0.256307,0
0.377087,0.1351,0.507923,1,0.256828,1
0.108764,0.106975,0.509021,1,0.258848,1
0.644558,0.180975,0.424266,1,0.258852,1
0.644642,0.162775,0.444901,1,0.259946,0
0.956924,0.068775,0.146991,1,0.26085,0
0.956924,0.068775,0.146991,1,0.26085,0
0.841242,0.1351,1,1,0.260888,0
0.253005,0.180975,1,1,0.261756,1
0.822337,0.216775,0.566349,1,0.262121,1
0.950538,0.557775,0.228344,1,0.263148,1
0.713179,0.2944,1,1,0.263246,1
0.823495,0.234375,0.401175,1,0.264412,1
0.984705,0.502975,0.230266,1,0.264614,1
0.896031,0.125775,1,0,0.264818,0
0.727753,0.3759,0.230266,1,0.265257,1
0.376174,0.162775,0.276369,0.904762,0.265486,1
0.72773,0.351975,0.278652,1,0.266343,0
0.993428,0.009975,0.266546,0.981818,0.266546,0
0.993428,0.009975,0.266546,0.981818,0.266546,0
0.993428,0.009975,0.266546,0.981818,0.266546,0
0.993428,0.009975,0.266546,0.981818,0.266546,0
0.991952,0.3276,0.409096,1,0.267503,1
0.727705,0.351975,0.278652,1,0.267563,1
0.990717,0.4959,0.230266,1,0.26784,1
0.816328,0.383775,0.230266,1,0.268365,1
0.727689,0.3439,0.258759,1,0.268748,1
0.287017,0.2604,0.265226,0.904762,0.269248,0
0.727668,0.4375,0.189464,1,0.26992,1
0.990499,0.3916,0.409559,1,0.269953,1
0.643497,0.3276,0.285576,1,0.270427,1
0.63907,0.4375,0.167267,1,0.271084,1
0.415075,0.125775,0.033811,1,0.271531,0
0.727579,0.4224,0.183365,1,0.272217,1
0.99071,0.474375,0.230266,1,0.272514,1
0.019353,0.180975,0.64684,1,0.272928,0
0.993399,0.009975,0.278932,0.981818,0.273351,0
0.993399,0.009975,0.278932,0.981818,0.273351,0
0.993399,0.009975,0.278932,0.981818,0.273351,0
0.993399,0.009975,0.278932,0.981818,0.273351,0
0.727527,0.429975,0.183723,1,0.273357,1
0.465959,0.162775,1,1,0.273454,0
0.465959,0.162775,1,1,0.273454,0
0.638936,0.4375,0.181569,1,0.274477,1
0.993456,0.009975,0.274914,0.981818,0.274914,0
0.993456,0.009975,0.274914,0.981818,0.274914,0
0.993456,0.009975,0.274914,0.981818,0.274914,0
0.993456,0.009975,0.274914,0.981818,0.274914,0
0.988806,0.367975,0.424266,1,0.274919,0
0.638884,0.3276,0.233731,0.95858,0.275594,0
0.638807,0.3276,0.285576,1,0.276701,0
0.904907,0.3916,0.230266,1,0.277179,1
0.995755,0.162775,0.590342,1,0.277839,1
0.377135,0.144375,0.52849,1,0.277903,1
0.95541,0.0199,0.278328,0,0.278328,0
0.898504,0.1164,1,0,0.27883,0
0.10878,0.106975,0.51738,1,0.279167,1
0.924444,0.029775,0.252686,1,0.279237,1
0.376065,0.1536,0.145728,1,0.279439,0
0.991846,0.319375,0.409557,1,0.279694,1
0.644607,0.1719,0.424266,1,0.27991,1
0.823626,0.2256,0.391419,1,0.280289,1
0.644693,0.1536,0.457107,1,0.281038,1
0.974713,0.0199,0.252338,0,0.281682,0
0.734614,0.2775,0.616079,0.863636,0.284159,1
0.990395,0.3916,0.409559,1,0.285601,1
0.993484,0.009975,0.285803,0.981818,0.285803,0
0.993484,0.009975,0.285803,0.981818,0.285803,0
0.993484,0.009975,0.285803,0.981818,0.285803,0
0.993484,0.009975,0.285803,0.981818,0.285803,0
0.9133,0.268975,0.607426,0.863636,0.285908,1
0.645289,0.268975,0.617404,0.863636,0.287477,0
0.991736,0.3111,0.410068,1,0.288789,1
0.733165,0.2604,0.546665,1,0.289308,1
0.995344,0.2256,0.599141,0.961538,0.289556,0
0.645372,0.251775,0.620604,0.863636,0.290828,1
0.956138,0.0784,0.120673,1,0.292492,0
0.900855,0.125775,1,0.994435,0.292621,0
0.98948,0.351975,1,1,0.294093,1
0.422836,0.125775,0.033816,1,0.295001,0
0.99163,0.3276,0.409962,1,0.295025,1
0.988759,0.367975,0.424266,1,0.296007,1
0.823779,0.234375,0.383864,1,0.296145,1
0.987134,0.335775,1,1,0.296472,1
0.945381,0.106975,1,1,0.298219,1
0.996273,0.106975,0.606405,1,0.298455,0
0.99029,0.3916,0.409559,1,0.298635,1
0.991524,0.3276,0.409756,1,0.298841,1
0.995817,0.180975,0.635456,1,0.298954,1
0.287728,0.106975,0.483874,1,0.298985,0
0.198239,0.106975,0.525771,1,0.300214,1
0.988882,0.319375,1,1,0.300344,1
0.798633,0.0396,0.033809,1,0.300478,0
0.991415,0.335775,0.409631,1,0.300846,1
0.25062,0.1719,1,1,0.300979,1
0.644657,0.1719,0.424266,1,0.301004,1
0.993511,0.009975,0.301112,0.981818,0.301112,0
0.993511,0.009975,0.301112,0.981818,0.301112,0
0.993511,0.009975,0.301112,0.981818,0.301112,0
0.993511,0.009975,0.301112,0.981818,0.301112,0
0.986562,0.2775,0.617313,0.981481,0.301718,1
0.644745,0.144375,0.469912,1,0.302131,1
0.991306,0.367975,0.409585,1,0.302189,1
0.995648,0.162775,0.582171,1,0.303554,1
0.986205,0.302775,1,1,0.304002,1
0.465231,0.144375,0.128004,1,0.304174,0
0.991264,0.335775,1,1,0.304764,1
0.995191,0.2775,0.606357,0.863636,0.305662,1
0.903095,0.1351,1,0,0.305836,0
0.967018,0.0199,0.307924,0,0.307924,0
0.990184,0.3916,0.409559,1,0.308363,1
0.555576,0.302775,1,1,0.309588,1
0.990216,0.3916,0.409559,1,0.311713,1
0.823925,0.2256,0.378465,1,0.312041,1
0.974703,0.0591,0.134297,1,0.313019,0
0.974703,0.0591,0.134297,1,0.313019,0
0.990079,0.3916,0.409559,1,0.313413,1
0.990114,0.3759,0.409559,1,0.314759,1
0.989975,0.3916,0.409559,1,0.315617,1
0.988714,0.367975,0.424266,1,0.315727,1
0.733222,0.198975,0.566349,1,0.316477,1
0.989869,0.3916,0.409559,1,0.316618,1
0.989765,0.3916,0.409559,1,0.317007,1
0.989663,0.3916,0.409559,1,0.317145,1
0.989563,0.3916,0.409559,1,0.317195,1
0.989464,0.399375,0.409559,1,0.317213,1
0.989367,0.399375,0.409559,1,0.317219,1
0.989271,0.4071,0.409559,1,0.317221,1
0.989175,0.4071,0.409559,1,0.317222,1
0.987497,0.383775,0.394715,1,0.317223,1
0.988716,0.414775,0.409096,1,0.317223,1
0.988805,0.4071,0.409096,1,0.317223,1
0.988896,0.4071,0.409096,1,0.317223,1
0.987705,0.399375,0.409559,1,0.317223,1
0.987785,0.399375,0.409559,1,0.317223,1
0.987867,0.399375,0.409559,1,0.317223,1
0.98795,0.399375,0.409559,1,0.317223,1
0.988034,0.399375,0.409559,1,0.317223,1
0.988118,0.399375,0.409559,1,0.317223,1
0.988201,0.3916,0.409559,1,0.317223,1
0.988285,0.3916,0.409559,1,0.317223,1
0.988371,0.3916,0.409559,1,0.317223,1
0.988455,0.399375,0.409559,1,0.317223,1
0.988541,0.414775,0.409559,1,0.317223,1
0.988628,0.414775,0.409559,1,0.317223,1
0.988988,0.399375,0.409559,1,0.317223,1
0.989081,0.4071,0.409559,1,0.317223,1
0.987561,0.399375,0.412446,1,0.317223,0
0.987626,0.399375,0.412446,1,0.317223,0
0.990011,0.383775,0.409559,1,0.31729,1
0.629732,0.285975,1,1,0.317717,0
0.989908,0.3916,0.409559,1,0.31838,1
0.905202,0.144375,1,0.950495,0.318611,0
0.198298,0.106975,0.492219,1,0.31901,1
0.430104,0.125775,0.033829,1,0.320475,0
0.644708,0.1719,0.430255,1,0.320695,1
0.198261,0.106975,0.54928,1,0.321157,0
0.993371,0.009975,0.363078,0.981818,0.321606,0
0.993371,0.009975,0.363078,0.981818,0.321606,0
0.993371,0.009975,0.363078,0.981818,0.321606,0
0.993371,0.009975,0.363078,0.981818,0.321606,0
0.993538,0.009975,0.321619,0.981818,0.321619,0
0.993538,0.009975,0.321619,0.981818,0.321619,0
0.993538,0.009975,0.321619,0.981818,0.321619,0
0.993538,0.009975,0.321619,0.981818,0.321619,0
0.644798,0.1536,0.485646,1,0.321698,1
0.997263,0.0784,0.669327,1,0.324639,1
0.995721,0.1536,0.624088,1,0.32484,1
0.95529,0.068775,0.095508,1,0.325402,0
0.95529,0.068775,0.095508,1,0.325402,0
0.995563,0.180975,0.574862,1,0.326395,0
0.375979,0.144375,0.117636,1,0.327063,0
0.824081,0.2256,0.374322,1,0.327924,1
0.988669,0.367975,0.424266,1,0.330577,1
0.907206,0.144375,1,0.950495,0.330697,0
0.984237,0.4071,1,1,0.332395,1
0.247888,0.144375,1,1,0.332548,1
0.629993,0.234375,1,0.975904,0.332833,0
0.951949,0.162775,0.674492,0.983363,0.335592,0
0.198323,0.1164,0.500639,1,0.33617,1
0.644761,0.162775,0.436029,1,0.337299,0
0.971526,0.0199,0.33746,0,0.33746,0
0.555494,0.144375,0.446355,1,0.33829,1
0.988627,0.367975,0.424266,1,0.340894,1
0.019358,0.106975,0.606405,1,0.341077,0
0.376887,0.319375,1,1,0.341538,1
0.909101,0.125775,1,1,0.341623,0
0.108825,0.0975,0.542505,1,0.342252,1
0.43755,0.125775,0.033866,1,0.342722,0
0.64403,0.2079,0.572376,1,0.343211,1
0.375948,0.1536,0.100082,1,0.343313,0
0.993551,0.049375,1,1,0.343507,0
0.993551,0.049375,1,1,0.343507,0
0.993551,0.049375,1,1,0.343507,0
0.993551,0.049375,1,1,0.343507,0
0.824259,0.2079,0.375054,1,0.343812,1
0.988948,0.319375,1,1,0.344287,1
0.98663,0.285975,0.235443,0.988235,0.345286,0
0.98402,0.414775,1,1,0.345475,1
0.019372,0.087975,0.694867,1,0.346261,1
0.995477,0.180975,0.568538,1,0.346956,0
0.988586,0.367975,0.424266,1,0.347417,1
0.716813,0.3111,1,1,0.348671,0
0.108857,0.106975,0.509021,1,0.350417,1
0.99563,0.144375,0.612697,1,0.350578,1
0.910876,0.1164,1,1,0.350653,1
0.644815,0.162775,0.444901,1,0.350853,0
0.888575,0.125775,1,0.994435,0.35181,0
0.555541,0.1719,0.417785,1,0.351841,1
0.988546,0.367975,0.424266,1,0.355081,1
0.971049,0.216775,0.356246,0.9625,0.356245,0
0.168626,0.068775,0.800714,1,0.356781,0
0.901134,0.1719,1,1,0.356846,1
0.912427,0.1164,1,1,0.358209,1
0.823743,0.0396,0.80834,0,0.359197,0
0.465073,0.1536,0.077466,1,0.359306,0
0.824455,0.2079,0.373805,1,0.359703,0
0.10855,0.216775,1,0,0.359855,1
0.10855,0.216775,1,0,0.359855,1
0.44746,0.125775,0.033966,1,0.360976,0
0.108872,0.106975,0.51738,1,0.361505,1
0.644868,0.1536,0.457107,1,0.361559,1
0.885927,0.125775,1,0.994435,0.362084,0
0.644962,0.1351,0.478907,1,0.36252,1
0.993563,0.049375,1,1,0.362578,0
0.993563,0.049375,1,1,0.362578,0
0.993563,0.049375,1,1,0.362578,0
0.993563,0.049375,1,1,0.362578,0
0.996496,0.106975,0.53188,1,0.362643,1
0.975143,0.125775,0.663468,0,0.362732,1
0.99544,0.180975,0.568538,1,0.363447,0
0.99544,0.180975,0.568538,1,0.363447,0
0.376453,0.087975,0.263959,1,0.36354,0
0.644981,0.319375,1,1,0.363831,1
0.019367,0.087975,0.694867,1,0.365098,0
0.911261,0.106975,1,1,0.36525,1
0.958202,0.2256,0.363146,0.9625,0.365455,0
0.988505,0.351975,0.424266,1,0.365807,1
0.890587,0.3111,1,1,0.366739,0
0.975438,0.0199,0.367049,0,0.367049,0
0.97231,0.216775,0.368416,0.9625,0.368415,0
0.644923,0.144375,0.469912,1,0.369106,1
0.198408,0.106975,0.525771,1,0.369301,1
0.976436,0.1351,0.671961,0,0.369308,1
0.555635,0.1719,0.424289,1,0.369808,1
0.644077,0.2079,0.572376,1,0.370428,1
0.983954,0.4071,1,1,0.370824,1
0.376539,0.1164,1,1,0.370888,0
0.376539,0.1164,1,1,0.370888,0
0.99198,0.383775,0.409559,1,0.371025,1
0.797105,0.0396,0.033809,1,0.371821,0
0.668796,0.0975,0.437654,1,0.371978,0
0.987457,0.3916,0.400463,1,0.372136,1
0.947203,0.125775,1,1,0.372276,1
0.995545,0.162775,0.601351,1,0.372309,1
0.883203,0.1164,1,0,0.372529,0
0.016212,0.1164,1,0,0.372546,0
0.987523,0.3916,0.413491,1,0.372908,0
0.987579,0.399375,0.412446,1,0.372936,0
0.988448,0.4071,0.409096,1,0.372951,1
0.988806,0.4071,0.409096,1,0.372951,1
0.98899,0.4071,0.409096,1,0.372951,1
0.99094,0.3916,0.409096,1,0.372951,1
0.987719,0.399375,0.409559,1,0.372951,1
0.987796,0.399375,0.409559,1,0.372951,1
0.987875,0.399375,0.409559,1,0.372951,1
0.987956,0.399375,0.409559,1,0.372951,1
0.988037,0.399375,0.409559,1,0.372951,1
0.988119,0.399375,0.409559,1,0.372951,1
0.988201,0.3916,0.409559,1,0.372951,1
0.988283,0.3916,0.409559,1,0.372951,1
0.988365,0.3916,0.409559,1,0.372951,1
0.988534,0.414775,0.409559,1,0.372951,1
0.988622,0.414775,0.409559,1,0.372951,1
0.988713,0.4071,0.409559,1,0.372951,1
0.988898,0.399375,0.409559,1,0.372951,1
0.989085,0.4071,0.409559,1,0.372951,1
0.989181,0.4071,0.409559,1,0.372951,1
0.98928,0.4071,0.409559,1,0.372951,1
0.989382,0.399375,0.409559,1,0.372951,1
0.989483,0.399375,0.409559,1,0.372951,1
0.989583,0.3916,0.409559,1,0.372951,1
0.989686,0.3916,0.409559,1,0.372951,1
0.98979,0.3916,0.409559,1,0.372951,1
0.989896,0.3916,0.409559,1,0.372951,1
0.990004,0.3916,0.409559,1,0.372951,1
0.990114,0.3916,0.409559,1,0.372951,1
0.990227,0.3916,0.409559,1,0.372951,1
0.990341,0.3916,0.409559,1,0.372951,1
0.990458,0.3916,0.409559,1,0.372951,1
0.990575,0.3916,0.409559,1,0.372951,1
0.990694,0.383775,0.409559,1,0.372951,1
0.990816,0.383775,0.409559,1,0.372951,1
0.987643,0.399375,0.412446,1,0.372951,0
0.991066,0.399375,0.409096,1,0.372964,0
0.991194,0.459775,0.381133,1,0.373018,1
0.991328,0.4524,0.382634,1,0.373128,0
0.287551,0.285975,1,1,0.373319,1
0.99146,0.399375,0.409559,1,0.373489,1
0.993186,0.367975,0.409562,1,0.373694,1
0.992137,0.383775,0.409559,1,0.373723,1
0.991602,0.399375,0.409559,1,0.374322,1
0.907915,0.1164,1,1,0.375131,0
0.99608,0.1719,0.589592,1,0.375306,0
0.555602,0.144375,0.446355,1,0.37536,1
0.901587,0.162775,1,1,0.375576,1
0.735218,0.19,0.370551,1,0.375582,0
0.991753,0.399375,0.409559,1,0.375728,1
0.108903,0.106975,0.54928,1,0.375745,0
0.977811,0.125775,0.678958,0,0.3761,1
0.960605,0.2079,0.375693,0.9625,0.376135,0
0.855378,0.1351,1,1,0.376185,1
0.555684,0.1719,0.419994,1,0.376493,1
0.995404,0.125775,0.407698,0,0.376637,0
0.995404,0.125775,0.407698,0,0.376637,0
0.99358,0.1351,1,1,0.378654,0
0.99358,0.1351,1,1,0.378654,0
0.991906,0.3916,0.409559,1,0.379103,1
0.993376,0.367975,0.409568,1,0.379236,1
0.988466,0.351975,0.424266,1,0.379565,1
0.019369,0.106975,0.50959,1,0.380341,1
0.987087,0.3439,1,1,0.380397,1
0.992311,0.383775,0.409559,1,0.38078,1
0.107891,0.0975,0.059108,1,0.381032,1
0.196587,0.0975,0.059958,1,0.381075,1
0.97658,0.198975,0.381563,0.9625,0.381562,0
0.985692,0.2944,0.381635,0.988235,0.381635,1
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993342,0.009975,0.433282,0.981818,0.38168,0
0.993006,0.3759,0.40956,1,0.381993,1
0.992485,0.3759,0.409559,1,0.382354,1
0.880364,0.125775,1,0,0.382772,1
0.989077,0.3276,1,1,0.383188,1
0.899871,0.1164,1,1,0.383299,0
0.463759,0.144375,0.056517,1,0.383789,0
0.990038,0.106975,0.383864,0.952055,0.383864,0
0.990038,0.106975,0.383864,0.952055,0.383864,0
0.990038,0.106975,0.383864,0.952055,0.383864,0
0.990038,0.106975,0.383864,0.952055,0.383864,0
0.990038,0.106975,0.383864,0.952055,0.383864,0
0.990038,0.106975,0.383864,0.952055,0.383864,0
0.990038,0.106975,0.383864,0.952055,0.383864,0
0.990038,0.106975,0.383864,0.952055,0.383864,0
0.990038,0.106975,0.383864,0.952055,0.383864,0
0.990038,0.106975,0.383864,0.952055,0.383864,0
0.990038,0.106975,0.383864,0.952055,0.383864,0
0.990038,0.106975,0.383864,0.952055,0.383864,0
0.979386,0.106975,0.684292,0,0.383964,1
0.992659,0.3916,0.409096,1,0.384358,1
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
0.993178,0.1164,0.385211,0.98913,0.385211,0
