ABE,TJR,NV,DST,LMAC,OUT
0.549073,0.1351,0.007771,1,0.051536,1
0.789258,0.029775,0.033809,1,0.051814,0
0.789258,0.029775,0.033809,1,0.051814,0
0.957982,0.162775,0.074872,1,0.051896,0
0.194288,0.1351,0.059104,1,0.051984,0
0.981553,0.1164,0.381102,1,0.052197,0
0.376883,0.1351,0.572376,1,0.052225,1
0.975727,0.1351,0.132747,1,0.052387,1
0.355674,0.125775,0.020862,1,0.052812,0
0.995604,0.144375,0.199647,0,0.052896,0
0.985163,0.3276,0.214975,0.974138,0.053018,0
0.96071,0.1351,0.120229,1,0.053089,0
0.978541,0.125775,0.381102,1,0.053238,0
0.970568,0.1351,0.381104,1,0.05337,0
0.091861,0.162775,1,0,0.053377,0
0.108614,0.3276,0.133195,1,0.053537,1
0.792234,0.029775,0.033809,1,0.053582,0
0.792234,0.029775,0.033809,1,0.053582,0
0.991128,0.1536,0.07895,1,0.053708,0
0.978019,0.1351,0.381102,1,0.054204,0
0.813123,0.1351,0.381289,0.98913,0.054364,0
0.99403,0.1351,0.128936,1,0.054437,0
0.2805,0.1536,0.059104,1,0.054541,0
0.367573,0.1536,0.059105,1,0.054756,0
0.978091,0.106975,0.381104,1,0.054837,0
0.992162,0.251775,0.572376,1,0.055,1
0.549109,0.1351,0.006462,1,0.055058,1
0.978385,0.1536,0.381102,1,0.055089,0
0.741148,0.180975,0.044454,0,0.055131,0
0.37675,0.1536,0.572376,1,0.055187,0
0.984082,0.335775,0.250035,1,0.055213,0
0.198003,0.144375,0.572376,1,0.055423,1
0.994677,0.3111,0.137551,1,0.055644,0
0.543578,0.1719,0.059104,1,0.055911,0
0.950526,0.5511,0.228344,1,0.055941,1
0.285538,0.36,0.14602,1,0.05645,1
0.376321,0.180975,0.173278,1,0.056507,0
0.440819,0.1351,0.019926,1,0.056554,0
0.019384,0.0784,0.630356,1,0.057022,1
0.725821,0.1351,0.005599,1,0.057199,1
0.863358,0.029775,0.252686,1,0.057203,1
0.900424,0.1536,1,1,0.057253,0
0.985232,0.3276,0.257959,0.974138,0.057513,1
0.795224,0.029775,0.033809,1,0.057659,0
0.795224,0.029775,0.033809,1,0.057659,0
0.992985,0.3276,0.409096,1,0.057774,1
0.991484,0.444975,0.173469,1,0.057777,1
0.64427,0.19,0.572376,1,0.057853,1
0.990925,0.302775,0.572376,1,0.058028,1
0.720701,0.1536,0.058289,1,0.058089,1
0.54918,0.1351,0.005108,1,0.058325,1
0.987745,0.3439,0.585485,0.974138,0.058363,0
0.197984,0.144375,0.572376,1,0.0586,1
0.549208,0.1536,0.004868,1,0.058816,0
0.97875,0.1351,0.381102,1,0.058938,0
0.549236,0.1536,0.004764,1,0.059004,0
0.549269,0.162775,0.004722,1,0.059072,0
0.460941,0.162775,0.004706,1,0.059096,0
0.372601,0.162775,0.004699,1,0.059105,0
0.460998,0.162775,0.004697,1,0.059108,0
0.372708,0.1351,0.004695,1,0.059109,0
0.372665,0.1351,0.004696,1,0.059109,0
0.372687,0.1351,0.004696,1,0.059109,0
0.549404,0.144375,0.004696,1,0.059109,0
0.10757,0.285975,0.001933,1,0.05911,0
0.107565,0.234375,0.003535,1,0.05911,0
0.10756,0.1164,0.004427,1,0.05911,0
0.107555,0.1164,0.004694,1,0.05911,0
0.019133,0.1164,0.004695,1,0.05911,0
0.107545,0.125775,0.004695,1,0.05911,0
0.195928,0.1351,0.004695,1,0.05911,0
0.195938,0.125775,0.004695,1,0.05911,0
0.195949,0.1351,0.004695,1,0.05911,0
0.19601,0.2775,0.009193,1,0.05911,0
0.196018,0.268975,0.025865,1,0.05911,0
0.196008,0.2775,0.046808,1,0.05911,0
0.196017,0.2944,0.071244,1,0.05911,0
0.196703,0.198975,0.269582,0.904762,0.059172,1
0.985531,0.2944,0.452184,0.974138,0.059178,0
0.898083,0.1719,1,1,0.059204,1
0.985609,0.251775,0.500373,0.974138,0.059304,0
0.194304,0.144375,0.059104,1,0.05932,0
0.441567,0.1351,0.01929,1,0.059323,0
0.55469,0.216775,0.424266,1,0.059372,1
0.985688,0.3276,0.545567,0.974138,0.059649,0
0.12264,0.1164,1,1,0.059723,0
0.950501,0.544375,0.248156,1,0.060081,0
0.554753,0.2079,0.424266,1,0.060461,1
0.985765,0.3439,0.585485,0.974138,0.060602,0
0.374408,0.2431,0.267229,0.904762,0.060703,1
0.954996,0.3276,0.603661,0.56,0.060722,0
0.992075,0.383775,0.409559,1,0.060821,1
0.527048,0.180975,0.046687,1,0.061157,0
0.979103,0.1351,0.381102,1,0.06159,0
0.997021,0.1536,0.658579,0,0.061779,1
0.911275,0.216775,0.409087,1,0.061894,1
0.991353,0.429975,0.173469,1,0.061896,1
0.990982,0.367975,0.563919,1,0.061992,0
0.942597,0.0199,0.044617,1,0.062051,0
0.985303,0.3759,0.304079,0.974138,0.062084,0
0.107911,0.2944,0.071244,1,0.062242,0
0.989632,0.3759,0.436999,1,0.062362,1
0.991039,0.367975,0.563919,1,0.06241,0
0.991111,0.319375,0.572376,1,0.062411,1
0.991184,0.319375,0.572376,1,0.062415,1
0.991262,0.319375,0.572376,1,0.062425,1
0.977604,0.087975,0.381104,1,0.062433,0
0.991339,0.302775,0.572376,1,0.062452,1
0.991419,0.2944,0.572376,1,0.062528,1
0.376841,0.144375,0.572376,1,0.062536,0
0.453868,0.144375,0.018332,1,0.062632,1
0.991501,0.285975,0.572376,1,0.062742,1
0.527858,0.180975,0.031985,1,0.062805,1
0.287281,0.144375,0.572376,1,0.062918,1
0.985843,0.3276,0.323868,0.990826,0.06296,0
0.979319,0.125775,0.381102,1,0.062977,0
0.194368,0.106975,0.059104,1,0.063287,0
0.991585,0.285975,0.572376,1,0.063328,1
0.98402,0.3439,0.206299,1,0.063512,0
0.308694,0.1351,0.166992,0,0.063528,0
0.979627,0.1351,0.381102,1,0.063608,1
0.456214,0.162775,0.059105,1,0.063643,0
0.377375,0.1719,0.334923,1,0.063841,0
0.979738,0.1164,0.381102,1,0.063855,1
0.985378,0.383775,0.353166,0.974138,0.063924,1
0.980016,0.106975,0.381102,1,0.063944,1
0.980295,0.106975,0.381102,1,0.063975,1
0.194603,0.144375,0.031014,0.964143,0.063978,0
0.980557,0.0975,0.381102,1,0.063987,1
0.99122,0.429975,0.173469,1,0.064004,1
0.996915,0.1351,0.613163,1,0.06402,1
0.989289,0.3759,0.418812,1,0.064035,0
0.985453,0.285975,0.405041,0.974138,0.064208,1
0.807709,0.029775,0.033809,1,0.064251,0
0.807709,0.029775,0.033809,1,0.064251,0
0.808089,0.029775,0.033809,1,0.064345,0
0.808089,0.029775,0.033809,1,0.064345,0
0.554415,0.2256,0.424266,1,0.064407,1
0.980796,0.106975,0.381102,1,0.064523,0
0.992247,0.2431,0.572376,1,0.06467,1
0.99167,0.285975,0.572376,1,0.064816,1
0.991031,0.319375,1,1,0.064849,1
0.28567,0.2604,0.266002,0.904762,0.064864,1
0.724785,0.1351,0.381289,0.98913,0.064873,0
0.991088,0.429975,0.173469,1,0.064876,1
0.528586,0.198975,0.021809,0.909091,0.065176,0
0.808817,0.029775,0.033809,1,0.065182,0
0.808817,0.029775,0.033809,1,0.065182,0
0.99096,0.4224,0.173469,1,0.065197,1
0.990835,0.4224,0.173469,1,0.065313,1
0.981014,0.125775,0.381102,1,0.065351,0
0.720518,0.144375,0.057148,1,0.065353,1
0.99071,0.4224,0.173469,1,0.065354,1
0.990586,0.4224,0.173469,1,0.065369,1
0.990459,0.429975,0.17282,1,0.065375,1
0.990334,0.4375,0.17282,1,0.065377,1
0.990082,0.4375,0.173469,1,0.065377,1
0.99021,0.4375,0.173469,1,0.065377,1
0.988266,0.459775,0.17282,1,0.065378,1
0.98896,0.459775,0.17282,1,0.065378,1
0.989327,0.459775,0.17282,1,0.065378,1
0.989453,0.4524,0.17282,1,0.065378,1
0.988045,0.459775,0.173469,1,0.065378,1
0.988157,0.459775,0.173469,1,0.065378,1
0.988379,0.459775,0.173469,1,0.065378,1
0.98849,0.459775,0.173469,1,0.065378,1
0.988605,0.459775,0.173469,1,0.065378,1
0.988721,0.4524,0.173469,1,0.065378,1
0.988839,0.459775,0.173469,1,0.065378,1
0.98908,0.459775,0.173469,1,0.065378,1
0.989202,0.459775,0.173469,1,0.065378,1
0.989576,0.444975,0.173469,1,0.065378,1
0.989703,0.444975,0.173469,1,0.065378,1
0.989827,0.4375,0.173469,1,0.065378,1
0.989954,0.4375,0.173469,1,0.065378,1
0.987938,0.4671,0.173479,1,0.065378,1
0.987829,0.4671,0.177608,1,0.065378,1
0.987721,0.4671,0.184896,1,0.065378,0
0.554468,0.216775,0.424266,1,0.065428,1
0.981219,0.144375,0.381102,1,0.065652,1
0.798233,0.029775,0.033809,1,0.065765,0
0.798233,0.029775,0.033809,1,0.065765,0
0.981419,0.144375,0.381102,1,0.065953,1
0.871861,0.029775,0.221409,1,0.066207,1
0.981614,0.1536,0.381102,1,0.066246,0
0.981355,0.1536,0.381102,1,0.066527,0
0.196633,0.19,0.270747,0.904762,0.066538,1
0.995473,0.144375,0.199647,0,0.066668,0
0.197874,0.3276,0.143378,1,0.066684,1
0.981533,0.1536,0.381102,1,0.066794,1
0.981707,0.1536,0.381102,1,0.067042,0
0.98739,0.351975,1,1,0.067123,1
0.981872,0.162775,0.381102,1,0.06727,0
0.900959,0.162775,0.381102,1,0.067468,0
0.812899,0.216775,0.031554,1,0.067586,0
0.954242,0.087975,0.381104,1,0.067855,0
0.285721,0.2604,0.265226,0.904762,0.067966,0
0.985923,0.302775,0.365926,0.990826,0.067979,0
0.194326,0.144375,0.059104,1,0.06798,0
0.198337,0.144375,0.061939,0,0.067988,0
0.952161,0.0784,0.381103,1,0.06806,0
0.529301,0.198975,0.021809,0.909091,0.068078,0
0.991752,0.2775,0.572376,1,0.068092,1
0.949814,0.068775,0.3811,1,0.068246,1
0.996071,0.216775,0.18631,1,0.068309,1
0.996138,0.216775,0.186788,1,0.068309,0
0.996227,0.198975,0.188547,1,0.068309,0
0.47947,0.049375,0.033809,1,0.068351,0
0.486734,0.049375,0.033809,1,0.068351,0
0.493916,0.049375,0.033809,1,0.068351,0
0.502459,0.049375,0.033809,1,0.068351,0
0.509312,0.049375,0.033809,1,0.068351,0
0.516381,0.049375,0.033809,1,0.068351,0
0.523068,0.049375,0.033809,1,0.068351,0
0.531757,0.049375,0.033809,1,0.068351,0
0.538843,0.049375,0.033809,1,0.068352,0
0.547341,0.049375,0.033809,1,0.068354,0
0.555205,0.049375,0.033809,1,0.068361,0
0.563094,0.049375,0.033809,1,0.068377,0
0.94716,0.0591,0.381093,1,0.068414,1
0.572531,0.049375,0.033809,1,0.068417,0
0.582924,0.049375,0.033809,1,0.068523,0
0.944136,0.0784,0.381071,1,0.068563,0
0.94064,0.198975,0.031382,1,0.068691,0
0.591179,0.049375,0.033809,1,0.068792,0
0.94182,0.19,0.006907,1,0.0688,0
0.958808,0.180975,0.023762,1,0.068889,0
0.966327,0.1719,0.055634,1,0.06896,1
0.80949,0.029775,0.033809,1,0.069086,0
0.80949,0.029775,0.033809,1,0.069086,0
0.019325,0.3439,0.134902,1,0.069245,0
0.109005,0.0784,0.616629,1,0.069313,1
0.599532,0.049375,0.033809,1,0.069488,0
0.965229,0.251775,0.592738,0.446809,0.069655,1
0.718063,0.125775,0.381296,0.998593,0.06966,0
0.807557,0.029775,0.033809,1,0.069673,0
0.807557,0.029775,0.033809,1,0.069673,0
0.993055,0.319375,0.409557,1,0.069887,1
0.198189,0.049375,0.625144,0,0.069988,0
0.195591,0.2944,0.071244,1,0.070044,0
0.977092,0.0784,0.381104,1,0.070298,0
0.194624,0.162775,0.039519,1,0.070539,0
0.287564,0.1536,0.237251,1,0.070726,0
0.014916,0.087975,0.033809,1,0.070809,0
0.014971,0.087975,0.033809,1,0.070809,0
0.015024,0.087975,0.033809,1,0.070809,0
0.015075,0.087975,0.033809,1,0.070809,0
0.015119,0.087975,0.033809,1,0.070809,0
0.083678,0.0975,0.033809,1,0.070809,1
0.153523,0.0975,0.033809,1,0.070809,0
0.772767,0.068775,0.033809,1,0.070809,0
0.773838,0.068775,0.033809,1,0.070809,0
0.775642,0.068775,0.033809,1,0.070809,0
0.77596,0.0591,0.033809,1,0.070809,0
0.777161,0.068775,0.033809,1,0.070809,0
0.777572,0.0784,0.033809,1,0.070809,0
0.777982,0.049375,0.033809,1,0.070809,0
0.778041,0.0784,0.033809,1,0.070809,0
0.779395,0.0784,0.033809,1,0.070809,0
0.779458,0.087975,0.033809,1,0.070809,0
0.779631,0.0784,0.033809,1,0.070809,0
0.779913,0.049375,0.033809,1,0.070809,0
0.780959,0.0784,0.033809,1,0.070809,0
0.781795,0.049375,0.033809,1,0.070809,0
0.783632,0.049375,0.033809,1,0.070809,0
0.785307,0.049375,0.033809,1,0.070809,0
0.786941,0.049375,0.033809,1,0.070809,0
0.788664,0.0396,0.033809,1,0.070809,0
0.790348,0.0396,0.033809,1,0.070809,0
0.791987,0.0396,0.033809,1,0.070809,0
0.793583,0.0396,0.033809,1,0.070809,0
0.793583,0.0396,0.033809,1,0.070809,0
0.795153,0.0396,0.033809,1,0.070809,0
0.795153,0.0396,0.033809,1,0.070809,0
0.796682,0.0396,0.033809,1,0.070809,0
0.796682,0.0396,0.033809,1,0.070809,0
0.798155,0.029775,0.033809,1,0.070809,0
0.798155,0.029775,0.033809,1,0.070809,0
0.799588,0.029775,0.033809,1,0.070809,0
0.799588,0.029775,0.033809,1,0.070809,0
0.800673,0.029775,0.033809,1,0.070809,0
0.800673,0.029775,0.033809,1,0.070809,0
0.801661,0.029775,0.033809,1,0.070809,0
0.801661,0.029775,0.033809,1,0.070809,0
0.802261,0.029775,0.033809,1,0.070809,0
0.802261,0.029775,0.033809,1,0.070809,0
0.802381,0.029775,0.033809,1,0.070809,0
0.802381,0.029775,0.033809,1,0.070809,0
0.802868,0.029775,0.033809,1,0.070809,0
0.802868,0.029775,0.033809,1,0.070809,0
0.803688,0.029775,0.033809,1,0.070809,0
0.803688,0.029775,0.033809,1,0.070809,0
0.804531,0.029775,0.033809,1,0.070809,0
0.804531,0.029775,0.033809,1,0.070809,0
0.805317,0.029775,0.033809,1,0.070809,0
0.805317,0.029775,0.033809,1,0.070809,0
0.805831,0.029775,0.033809,1,0.070809,0
0.805831,0.029775,0.033809,1,0.070809,0
0.806376,0.029775,0.033809,1,0.070809,0
0.806376,0.029775,0.033809,1,0.070809,0
0.80704,0.029775,0.033809,1,0.070809,0
0.80704,0.029775,0.033809,1,0.070809,0
0.155211,0.0975,0.033809,1,0.070811,0
0.156754,0.0975,0.033809,1,0.070814,0
0.157716,0.0975,0.033809,1,0.070823,1
0.158706,0.106975,0.033809,1,0.070848,1
0.983956,0.2256,0.580637,1,0.07091,0
0.231807,0.106975,0.033809,1,0.070918,0
0.233724,0.106975,0.033809,1,0.071114,0
0.992331,0.251775,0.572376,1,0.071122,1
0.608691,0.049375,0.033809,1,0.071217,0
0.456291,0.1536,0.059105,1,0.071338,0
0.938932,0.302775,0.001629,1,0.071529,1
0.948761,0.2604,0.371998,1,0.071578,0
0.359463,0.180975,0.030011,1,0.071587,0
0.233559,0.106975,0.033809,1,0.071672,0
0.992417,0.2431,0.572376,1,0.07194,1
0.939003,0.302775,0.001629,1,0.072219,0
0.019358,0.1351,0.652704,1,0.072496,1
0.991918,0.2775,0.572376,1,0.072743,1
0.991834,0.2775,0.572376,1,0.07292,1
0.939078,0.2944,0.001629,1,0.072929,0
0.926528,0.319375,0.370314,1,0.072938,0
0.927392,0.3111,0.379138,1,0.072938,0
0.929882,0.2604,0.360428,1,0.072954,0
0.930809,0.2604,0.367899,1,0.072982,0
0.931779,0.2604,0.375453,1,0.073062,0
0.282418,0.1351,0.049422,0.975162,0.073169,0
0.232642,0.106975,0.033809,1,0.073203,0
0.932696,0.251775,0.385838,1,0.07328,0
0.287788,0.144375,0.061939,0,0.073484,0
0.939149,0.2944,0.001629,1,0.073584,1
0.302755,0.1719,0.340645,1,0.073876,0
0.933698,0.234375,0.322204,1,0.07388,0
0.285237,0.19,0.271897,0.904762,0.073922,0
0.98765,0.3276,0.545567,0.974138,0.073949,1
0.939217,0.2775,0.001629,1,0.074146,1
0.986396,0.3111,1,1,0.074181,1
0.374601,0.285975,0.272427,0.904762,0.074182,0
0.939285,0.2775,0.001629,1,0.07458,1
0.727896,0.180975,0.029859,1,0.074593,0
0.287257,0.2079,0.541225,1,0.074743,1
0.902955,0.1536,1,1,0.074852,0
0.939351,0.2775,0.001629,1,0.074895,1
0.939414,0.2775,0.001629,1,0.0751,1
0.376794,0.162775,0.572376,1,0.075192,0
0.19409,0.1351,0.059104,1,0.075288,0
0.018999,0.1536,0.020498,0.984615,0.075336,0
0.934704,0.216775,0.338854,1,0.075387,0
0.992505,0.2431,0.572376,1,0.075462,1
0.615875,0.049375,0.033809,1,0.075496,0
0.445221,0.144375,0.018332,1,0.075647,1
0.938551,0.087975,1,0,0.076466,1
0.197837,0.3439,0.151751,1,0.076521,1
0.991974,0.383775,0.409559,1,0.076709,1
0.231679,0.106975,0.033809,1,0.076905,0
0.986002,0.268975,0.411327,0.990826,0.077081,0
0.983901,0.2256,0.580637,1,0.077094,0
0.992004,0.2775,0.572376,1,0.077126,1
0.990463,0.1536,0.07895,1,0.077293,1
0.456365,0.1536,0.059105,1,0.077703,0
0.91119,0.2431,0.409092,1,0.077756,1
0.106165,0.1719,0.018332,1,0.077875,0
0.995535,0.144375,0.194967,0,0.07842,0
0.108613,0.351975,0.079324,1,0.078489,1
0.935651,0.234375,0.356236,1,0.078528,0
0.554369,0.2256,0.424266,1,0.078796,1
0.801292,0.029775,0.033809,1,0.079095,0
0.801292,0.029775,0.033809,1,0.079095,0
0.976493,0.068775,0.381104,1,0.079903,0
0.360263,0.1351,0.021156,1,0.080399,0
0.554736,0.216775,0.424266,1,0.080458,1
0.198392,0.144375,0.061939,0,0.080474,0
0.193831,0.1351,0.059104,1,0.080653,0
0.373716,0.19,0.275255,1,0.081305,0
0.554799,0.216775,0.424266,1,0.08157,1
0.983844,0.5511,0.087729,1,0.081927,1
0.992594,0.2431,0.572376,1,0.082291,1
0.106187,0.144375,0.002121,1,0.082466,0
0.554419,0.216775,0.424266,1,0.082508,1
0.456435,0.162775,0.059104,1,0.082792,0
0.197803,0.3439,0.166085,1,0.082799,1
0.804465,0.029775,0.033809,1,0.082978,0
0.804465,0.029775,0.033809,1,0.082978,0
0.989694,0.3276,0.542956,1,0.083208,0
0.466997,0.198975,0.359245,1,0.083292,0
0.799148,0.0784,1,0,0.083362,0
0.936667,0.2256,0.37704,1,0.083547,0
0.993123,0.3276,0.407391,1,0.084101,1
0.945884,0.0199,0.065484,1,0.084111,0
0.193666,0.125775,0.059104,1,0.084182,0
0.108629,0.180975,0.546665,1,0.084411,1
0.374645,0.285975,0.284021,0.904762,0.084418,0
0.108593,0.3439,0.121782,1,0.084443,0
0.302381,0.1164,0.033809,1,0.084778,0
0.106199,0.162775,0.018332,1,0.084798,0
0.287111,0.216775,0.258642,1,0.085027,0
0.644332,0.180975,0.572376,1,0.085056,1
0.934012,0.125775,1,1,0.085087,0
0.989233,0.36,0.424266,1,0.085123,0
0.992092,0.268975,0.572376,1,0.085253,1
0.983782,0.5239,0.058298,1,0.085436,0
0.360625,0.144375,0.018332,1,0.085442,0
0.984281,0.3759,0.304079,0.974138,0.085654,0
0.928643,0.0784,1,0,0.086291,1
0.950535,0.3111,0.001629,1,0.086689,1
0.281475,0.1536,0.059104,1,0.086707,0
0.554323,0.234375,0.424266,1,0.087206,1
0.983714,0.383775,0.045528,0.990826,0.087763,0
0.937687,0.2256,0.395167,1,0.08797,0
0.952484,0.4671,0.345385,0.85214,0.088015,0
0.108762,0.319375,0.123607,1,0.088272,0
0.01935,0.3439,0.134902,1,0.088275,0
0.019352,0.3111,0.137551,1,0.088282,0
0.996001,0.302775,0.142316,1,0.088301,0
0.9961,0.302775,0.144159,1,0.088351,0
0.01937,0.162775,0.726596,1,0.088459,1
0.995863,0.162775,0.190592,0,0.088463,0
0.996203,0.3111,0.121726,1,0.088483,0
0.106151,0.144375,0.003641,1,0.088588,0
0.373497,0.19,0.275255,1,0.088642,1
0.996311,0.319375,0.098934,1,0.088828,1
0.37771,0.198975,0.345122,1,0.088867,0
0.926304,0.2944,0.396591,1,0.088937,0
0.927213,0.268975,0.366348,1,0.088941,0
0.983638,0.383775,0.045528,0.990826,0.089139,0
0.984218,0.3276,0.257959,0.974138,0.089377,1
0.938709,0.285975,0.392635,1,0.089419,0
0.281515,0.144375,0.059104,1,0.089548,0
0.996381,0.216775,0.231197,1,0.089687,0
0.983555,0.383775,0.045528,0.990826,0.089867,0
0.975787,0.0784,0.381104,1,0.089905,0
0.982201,0.383775,0.045528,0.990826,0.09023,0
0.939755,0.285975,0.417054,1,0.090264,0
0.197767,0.351975,0.171855,1,0.090308,1
0.907362,0.1536,1,1,0.090327,0
0.554277,0.2431,0.424266,1,0.090562,1
0.275364,0.144375,0.044529,1,0.090754,0
0.991876,0.3916,0.409096,1,0.090772,1
0.198261,0.144375,0.061939,0,0.09102,0
0.196968,0.285975,0.284021,0.904762,0.091109,0
0.108623,0.216775,0.541225,1,0.091248,1
0.996483,0.216775,0.231197,1,0.09157,1
0.98608,0.285975,0.457894,0.990826,0.091608,0
0.996814,0.1351,0.600436,1,0.09195,0
0.984155,0.3276,0.214975,0.974138,0.09204,0
0.55423,0.234375,0.424266,1,0.09208,1
0.972529,0.0784,0.092098,1,0.092098,0
0.950556,0.557775,0.228344,1,0.092114,0
0.940836,0.285975,0.447494,1,0.0923,0
0.643331,0.234375,0.424266,1,0.092686,1
0.19775,0.335775,0.113878,1,0.092771,0
0.643273,0.251775,0.424266,1,0.092907,1
0.643217,0.2604,0.424266,1,0.092987,1
0.643161,0.268975,0.424266,1,0.093016,1
0.732223,0.268975,0.424266,1,0.093026,1
0.73216,0.2775,0.424266,1,0.093029,0
0.820913,0.285975,0.424266,1,0.093031,1
0.820983,0.285975,0.424266,1,0.093031,1
0.821054,0.2775,0.424266,1,0.093031,1
0.821126,0.2775,0.424266,1,0.093031,1
0.821197,0.2775,0.424266,1,0.093031,0
0.820577,0.285975,0.424266,1,0.093032,1
0.820644,0.285975,0.424266,1,0.093032,1
0.82071,0.285975,0.424266,1,0.093032,1
0.820777,0.285975,0.424266,1,0.093032,1
0.820845,0.2775,0.424266,1,0.093032,1
0.909536,0.268975,0.512264,1,0.093032,1
0.90903,0.268975,0.512265,1,0.093032,1
0.9091,0.251775,0.512265,1,0.093032,0
0.90917,0.268975,0.512265,1,0.093032,0
0.909242,0.2775,0.512265,1,0.093032,1
0.909314,0.2604,0.512265,1,0.093032,1
0.909387,0.285975,0.512265,1,0.093032,1
0.909461,0.285975,0.512265,1,0.093032,1
0.992687,0.2604,0.572376,1,0.093228,1
0.986895,0.367975,1,1,0.093558,1
0.98695,0.3759,1,1,0.093583,1
0.911105,0.251775,0.409094,1,0.093633,1
0.984091,0.3759,0.174326,0.974138,0.09377,0
0.987554,0.251775,0.500373,0.974138,0.09424,1
0.992182,0.2604,0.572376,1,0.094371,1
0.98712,0.3916,1,1,0.09438,1
0.288091,0.1351,0.166992,0,0.094649,0
0.984029,0.4524,0.134336,0.974138,0.094785,1
0.197912,0.216775,0.541225,1,0.094868,1
0.106112,0.1536,0.005084,1,0.094964,0
0.99659,0.216775,0.209895,1,0.094995,0
0.554371,0.2079,0.424266,1,0.095113,1
0.983965,0.557775,0.106561,0.974138,0.09531,0
0.622073,0.285975,1,1,0.095377,0
0.366681,0.180975,0.030011,1,0.095397,0
0.983899,0.544375,0.086949,0.974138,0.095574,1
0.983833,0.4816,0.073115,0.974138,0.095703,0
0.983765,0.2431,0.575631,1,0.095765,0
0.983705,0.251775,0.532138,1,0.095793,1
0.983645,0.216775,0.485876,1,0.095805,1
0.983586,0.2431,0.437251,1,0.095811,1
0.983528,0.302775,0.386139,1,0.095814,1
0.98269,0.383775,0.045528,0.990826,0.095815,0
0.982767,0.383775,0.045528,0.990826,0.095815,0
0.982844,0.383775,0.045528,0.990826,0.095815,1
0.982911,0.383775,0.045528,0.990826,0.095815,0
0.982971,0.5239,0.058298,1,0.095815,1
0.983128,0.557775,0.085557,1,0.095815,0
0.983026,0.5511,0.087729,1,0.095815,1
0.983299,0.3439,0.194912,1,0.095815,0
0.983185,0.3439,0.206299,1,0.095815,0
0.983356,0.3276,0.235981,1,0.095815,1
0.983241,0.335775,0.250035,1,0.095815,1
0.983413,0.36,0.281522,1,0.095815,1
0.98347,0.36,0.332834,1,0.095815,0
0.983074,0.2256,0.580637,1,0.095815,0
0.37398,0.180975,0.25288,1,0.095988,1
0.941928,0.2079,0.486367,1,0.096321,0
0.28719,0.216775,0.541225,1,0.096505,1
0.993197,0.3276,0.409096,1,0.096542,1
0.996305,0.1536,0.186689,0,0.097064,0
0.197731,0.351975,0.173658,1,0.097742,1
0.196995,0.414775,0.154968,0.578947,0.099102,1
0.300977,0.1164,0.033809,1,0.099284,0
0.972806,0.144375,0.018332,1,0.099658,0
0.991116,0.3276,1,1,0.099903,1
0.197719,0.3276,0.143378,1,0.100592,1
0.996678,0.1536,0.163624,1,0.100832,0
0.992788,0.251775,0.572376,1,0.100983,1
0.992282,0.268975,0.572376,1,0.101013,1
0.773469,0.19,0.054107,0,0.101096,0
0.942998,0.251775,0.411008,1,0.101301,0
0.554781,0.2079,0.424266,1,0.101549,1
0.106071,0.162775,0.006428,1,0.101595,0
0.913124,0.068775,0.926374,0,0.101695,1
0.90577,0.0591,0.896984,0,0.10171,1
0.919197,0.0784,0.955802,0,0.102005,1
0.924301,0.087975,0.98519,0,0.102441,1
0.99178,0.3916,0.409559,1,0.102521,1
0.554846,0.2079,0.424266,1,0.102564,1
0.896732,0.0591,0.867391,0,0.102736,1
0.37609,0.36,0.173924,1,0.102947,1
0.373938,0.162775,0.276369,0.904762,0.103321,1
0.633329,0.049375,0.033809,1,0.103357,0
0.554324,0.216775,0.424266,1,0.103556,1
0.91285,0.1351,0.128936,1,0.103913,0
0.996974,0.180975,0.183522,0,0.10402,0
0.989759,0.3276,0.542956,1,0.104106,0
0.913054,0.0975,1,1,0.104213,0
0.953681,0.2256,0.330589,1,0.104821,0
0.943996,0.2604,0.426434,1,0.104938,0
0.911337,0.125775,1,1,0.105618,0
0.885415,0.0396,0.80834,0,0.105648,0
0.947635,0.2604,0.363908,1,0.106125,0
0.989178,0.36,0.420409,1,0.106208,1
0.993273,0.335775,0.409096,1,0.106578,1
0.973081,0.1536,0.018332,1,0.107457,0
0.944932,0.0199,0.087469,1,0.107519,0
0.197688,0.3439,0.151751,1,0.107536,1
0.197009,0.4224,0.1633,0.578947,0.108288,1
0.46593,0.1536,1,1,0.108354,0
0.46593,0.1536,1,1,0.108354,0
0.554276,0.2256,0.424266,1,0.108469,1
0.28036,0.1719,0.007289,1,0.108477,0
0.376027,0.367975,0.173766,1,0.10854,1
0.108797,0.049375,0.483423,0,0.109218,0
0.995786,0.1536,0.186689,0,0.109263,0
0.992993,0.302775,0.379673,1,0.10949,1
0.196445,0.162775,0.250181,0,0.110046,0
0.98732,0.351975,1,1,0.110169,1
0.017397,0.1719,1,1,0.110323,1
0.898708,0.0396,0.80834,0,0.110398,0
0.992887,0.2431,0.572376,1,0.110812,1
0.992382,0.268975,0.572376,1,0.110941,1
0.994954,0.162775,0.190592,0,0.111106,0
0.554227,0.2256,0.424266,1,0.111133,1
0.986171,0.2604,0.601285,1,0.111183,0
0.988983,0.1351,0.120229,1,0.111188,0
0.994335,0.144375,0.194967,0,0.111869,1
0.993898,0.144375,0.199647,0,0.112147,0
0.993968,0.144375,0.199647,0,0.112248,0
0.644391,0.180975,0.572376,1,0.112263,1
